acc_status,duration,credit_history,purpose,credit_amt,savings,employment,instalment,personal_status,debtors,residence,property,age,other_instalments,housing,number_of_credit,job,people,telephone,foreign_worker,default
no,48,all credits at this bank paid back duly,business,3609,<100,"3:[1,4 years)",1,female: divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee/official,1,no,yes,0
<0,12,critical account/other credits existing (not at this bank),ar (new),4843,<100,5:7+ years,3,male: single,co-applicant,4,if not A121 : building society savings agreement/life insurance,43,none,rent,2,skilled employee/official,1,yes,yes,1
200+,30,critical account/other credits existing (not at this bank),radio/television,3017,<100,5:7+ years,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,47,none,own,1,skilled employee/official,1,no,yes,0
no,24,critical account/other credits existing (not at this bank),business,4139,"[100,500)","3:[1,4 years)",3,male: single,none,3,if not A121 : building society savings agreement/life insurance,27,none,own,2,unskilled - resident,1,yes,yes,0
no,36,existing credits paid back duly till now,business,5742,"[100,500)","4:[4,7 years)",2,male: single,none,2,"if not A121/A122 : car or other, not in attribute",31,none,own,2,skilled employee/official,1,yes,yes,0
no,60,existing credits paid back duly till now,ar (new),10366,<100,5:7+ years,2,male: single,none,4,if not A121 : building society savings agreement/life insurance,42,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,6,critical account/other credits existing (not at this bank),ar (new),2080,"[500,1000)","3:[1,4 years)",1,male: married/widowed,none,2,"if not A121/A122 : car or other, not in attribute",24,none,own,1,skilled employee/official,1,no,yes,0
no,21,delay in paying off in the past,business,2580,"[500,1000)",2:<1 year,4,male: single,none,2,real estate,41,bank,own,1,unskilled - resident,2,no,yes,1
no,30,critical account/other credits existing (not at this bank),radio/television,4530,<100,"4:[4,7 years)",4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",26,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,24,critical account/other credits existing (not at this bank),furniture/equipment,5150,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",33,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",72,existing credits paid back duly till now,radio/television,5595,"[100,500)","3:[1,4 years)",2,male: married/widowed,none,2,"if not A121/A122 : car or other, not in attribute",24,none,own,1,skilled employee/official,1,no,yes,1
<0,24,existing credits paid back duly till now,radio/television,2384,<100,5:7+ years,4,male: single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,no,yes,0
no,18,existing credits paid back duly till now,radio/television,1453,<100,2:<1 year,3,female: divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,0
no,6,existing credits paid back duly till now,education,1538,<100,2:<1 year,1,female: divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee/official,1,no,yes,0
no,12,existing credits paid back duly till now,radio/television,2279,unknown/no savings account,"3:[1,4 years)",4,male: single,none,4,unknown / no property,37,none,for free,1,skilled employee/official,1,yes,yes,0
no,15,delay in paying off in the past,radio/television,1478,<100,"3:[1,4 years)",4,male: married/widowed,none,3,real estate,33,bank,own,2,skilled employee/official,1,no,yes,0
no,24,critical account/other credits existing (not at this bank),radio/television,5103,<100,2:<1 year,3,male: married/widowed,none,3,unknown / no property,47,none,for free,3,skilled employee/official,1,yes,yes,0
"[0,200)",36,delay in paying off in the past,business,9857,"[100,500)","4:[4,7 years)",1,male: single,none,3,if not A121 : building society savings agreement/life insurance,31,none,own,2,unskilled - resident,2,yes,yes,0
no,60,existing credits paid back duly till now,ar (new),6527,unknown/no savings account,"3:[1,4 years)",4,male: single,none,4,unknown / no property,34,none,for free,1,skilled employee/official,2,yes,yes,0
200+,10,critical account/other credits existing (not at this bank),radio/television,1347,unknown/no savings account,"4:[4,7 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,yes,yes,0
"[0,200)",36,delay in paying off in the past,ar (new),2862,"[100,500)",5:7+ years,4,male: single,none,3,unknown / no property,30,none,for free,1,skilled employee/official,1,no,yes,0
no,9,existing credits paid back duly till now,radio/television,2753,"[100,500)",5:7+ years,3,male: single,co-applicant,4,"if not A121/A122 : car or other, not in attribute",35,none,own,1,skilled employee/official,1,yes,yes,0
<0,12,existing credits paid back duly till now,ar (new),3651,1000+,"3:[1,4 years)",1,male: single,none,3,if not A121 : building society savings agreement/life insurance,31,none,own,1,skilled employee/official,2,no,yes,0
<0,15,critical account/other credits existing (not at this bank),furniture/equipment,975,<100,"3:[1,4 years)",2,male: divorced/separated,none,3,if not A121 : building society savings agreement/life insurance,25,none,own,2,skilled employee/official,1,no,yes,0
"[0,200)",15,existing credits paid back duly till now,repairs,2631,"[100,500)","3:[1,4 years)",3,female: divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,no,yes,0
"[0,200)",24,existing credits paid back duly till now,radio/television,2896,"[100,500)",2:<1 year,2,male: single,none,1,"if not A121/A122 : car or other, not in attribute",29,none,own,1,skilled employee/official,1,no,yes,0
<0,6,critical account/other credits existing (not at this bank),ar (new),4716,unknown/no savings account,2:<1 year,1,male: single,none,3,real estate,44,none,own,2,unskilled - resident,2,no,yes,0
no,24,existing credits paid back duly till now,radio/television,2284,<100,"4:[4,7 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",28,none,own,1,skilled employee/official,1,yes,yes,0
no,6,existing credits paid back duly till now,car (used),1236,"[500,1000)","3:[1,4 years)",2,male: single,none,4,if not A121 : building society savings agreement/life insurance,50,none,rent,1,skilled employee/official,1,no,yes,0
"[0,200)",12,existing credits paid back duly till now,radio/television,1103,<100,"4:[4,7 years)",4,male: single,guarantor,3,real estate,29,none,own,2,skilled employee/official,1,no,no,0
no,12,critical account/other credits existing (not at this bank),ar (new),926,<100,1:unemployed,1,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,38,none,own,1,unemployed/unskilled non-resident,1,no,yes,0
no,18,critical account/other credits existing (not at this bank),radio/television,1800,<100,"3:[1,4 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",24,none,own,2,skilled employee/official,1,no,yes,0
200+,15,existing credits paid back duly till now,education,1905,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",40,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,12,existing credits paid back duly till now,furniture/equipment,1123,"[500,1000)","3:[1,4 years)",4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",29,none,rent,1,unskilled - resident,1,no,yes,1
<0,48,critical account/other credits existing (not at this bank),car (used),6331,<100,5:7+ years,4,male: single,none,4,unknown / no property,46,none,for free,2,skilled employee/official,1,yes,yes,1
200+,24,existing credits paid back duly till now,radio/television,1377,"[100,500)",5:7+ years,4,female: divorced/separated/married,none,2,unknown / no property,47,none,for free,1,skilled employee/official,1,yes,yes,0
"[0,200)",30,delay in paying off in the past,business,2503,"[100,500)",5:7+ years,4,male: single,none,2,if not A121 : building society savings agreement/life insurance,41,stores,own,2,skilled employee/official,1,no,yes,0
"[0,200)",27,existing credits paid back duly till now,business,2528,<100,2:<1 year,4,female: divorced/separated/married,none,1,if not A121 : building society savings agreement/life insurance,32,none,own,1,skilled employee/official,2,yes,yes,0
no,15,existing credits paid back duly till now,ar (new),5324,"[500,1000)",5:7+ years,1,female: divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee/official,1,no,yes,0
"[0,200)",48,existing credits paid back duly till now,ar (new),6560,"[100,500)","4:[4,7 years)",3,male: single,none,2,if not A121 : building society savings agreement/life insurance,24,none,own,1,skilled employee/official,1,no,yes,1
"[0,200)",12,no credits taken/all credits paid back duly,furniture/equipment,2969,<100,2:<1 year,4,female: divorced/separated/married,none,3,if not A121 : building society savings agreement/life insurance,25,none,rent,2,skilled employee/official,1,no,yes,1
"[0,200)",9,existing credits paid back duly till now,radio/television,1206,<100,5:7+ years,4,female: divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee/official,1,no,yes,0
"[0,200)",9,existing credits paid back duly till now,radio/television,2118,<100,"3:[1,4 years)",2,male: single,none,2,real estate,37,none,own,1,unskilled - resident,2,no,yes,0
no,18,critical account/other credits existing (not at this bank),radio/television,629,"[500,1000)",5:7+ years,4,male: single,none,3,if not A121 : building society savings agreement/life insurance,32,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
<0,6,all credits at this bank paid back duly,education,1198,<100,5:7+ years,4,female: divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee/official,1,no,yes,1
no,21,existing credits paid back duly till now,car (used),2476,unknown/no savings account,5:7+ years,4,male: single,none,4,real estate,46,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
<0,9,critical account/other credits existing (not at this bank),radio/television,1138,<100,"3:[1,4 years)",4,male: single,none,4,real estate,25,none,own,2,unskilled - resident,1,no,yes,0
"[0,200)",60,existing credits paid back duly till now,ar (new),14027,<100,"4:[4,7 years)",4,male: single,none,2,unknown / no property,27,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,30,critical account/other credits existing (not at this bank),car (used),7596,unknown/no savings account,5:7+ years,1,male: single,none,4,"if not A121/A122 : car or other, not in attribute",63,none,own,2,skilled employee/official,1,no,yes,0
no,30,critical account/other credits existing (not at this bank),radio/television,3077,unknown/no savings account,5:7+ years,3,male: single,none,2,"if not A121/A122 : car or other, not in attribute",40,none,own,2,skilled employee/official,2,yes,yes,0
no,18,existing credits paid back duly till now,radio/television,1505,<100,"3:[1,4 years)",4,male: single,none,2,unknown / no property,32,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
200+,24,critical account/other credits existing (not at this bank),radio/television,3148,unknown/no savings account,"3:[1,4 years)",3,male: single,none,2,"if not A121/A122 : car or other, not in attribute",31,none,own,2,skilled employee/official,1,yes,yes,0
"[0,200)",20,no credits taken/all credits paid back duly,car (used),6148,"[100,500)",5:7+ years,3,male: married/widowed,none,4,"if not A121/A122 : car or other, not in attribute",31,bank,own,2,skilled employee/official,1,yes,yes,0
200+,9,no credits taken/all credits paid back duly,radio/television,1337,<100,2:<1 year,4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
"[0,200)",6,all credits at this bank paid back duly,education,433,1000+,2:<1 year,4,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,24,bank,rent,1,skilled employee/official,2,no,yes,1
<0,12,existing credits paid back duly till now,ar (new),1228,<100,"3:[1,4 years)",4,female: divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,no,yes,1
"[0,200)",9,existing credits paid back duly till now,radio/television,790,"[500,1000)","3:[1,4 years)",4,female: divorced/separated/married,none,3,real estate,66,none,own,1,unskilled - resident,1,no,yes,0
